07/11/2014 15:59:32;Error;Can't check for new update version;The remote server returned an error: (404) Not Found.;   at System.Net.HttpWebRequest.GetResponse() -    at com.nmtinstaller.csi.Utilities.HttpCommands.DownloadHttpFileToStream(String completeURL, Stream target, UpdateProgressInfo OnProgressChanged) in e:\NMTCommunitySoftwareInstaller\trunk\Utilities\HttpCommands.cs:line 79 -    at com.nmtinstaller.csi.Utilities.HttpCommands.GetHttpFileContent(String completeURL, UpdateProgressInfo OnProgressChanged) in e:\NMTCommunitySoftwareInstaller\trunk\Utilities\HttpCommands.cs:line 57 -    at com.nmtinstaller.csi.Forms.frmInstaller.CSIUpdateAvailable() in e:\NMTCommunitySoftwareInstaller\trunk\Forms\frmInstaller.cs:line 103
07/11/2014 15:59:33;Error;Can't connect to Main_TypeA4_English repository server;The remote server returned an error: (404) Not Found.;   at com.nmtinstaller.csi.Utilities.Repository.DownloadRepositoryFiles(String repositoryName, String repositoryUrl) in e:\NMTCommunitySoftwareInstaller\trunk\Repository\Repository.cs:line 421
